gene_id,TG1,TG2,TG3,WT1,WT2,WT3
MSTRG.17417|Gm27680,0,6,0,0,2,3
,,,,,,
ENSMUSG00000101407|Gm29532,0,0,0,0,0,0
,,,,,,
MSTRG.23196|Gm19936,9,9,6,3,4,3
,,,,,,
MSTRG.13233|Gm22759,1,1,1,1,1,1
,,,,,,
MSTRG.20364|Chsy1,4903,6900,6647,5958,6570,6930
,,,,,,
ENSMUSG00000060084|Olfr748,0,0,0,0,0,0
,,,,,,
MSTRG.3211|Meikin,0,0,0,0,8,5
,,,,,,
ENSMUSG00000032452|Clstn2,51,126,199,152,202,115
,,,,,,
ENSMUSG00000092952|Mir3059,0,0,0,0,0,0
,,,,,,
MSTRG.5681|Gm44394,0,1,0,0,0,0
,,,,,,
ENSMUSG00000092191|Gm7211,0,0,0,0,0,0
,,,,,,
MSTRG.20317|Gm24306,0,0,1,0,1,1
,,,,,,
ENSMUSG00000117624|Gm6751,0,0,0,0,0,0
,,,,,,
ENSMUSG00000112523|Gm48377,0,1,3,1,1,1
,,,,,,
MSTRG.18430|Gm24611,0,0,0,0,0,0
,,,,,,
MSTRG.7256,381,1963,1735,4397,4389,2038
,,,,,,
MSTRG.17319|Gm17937,0,14,9,3,4,5
,,,,,,
MSTRG.7254,6920,15649,7338,4853,0,8106
,,,,,,
MSTRG.795|Zcchc2,6947,7444,7857,6095,8253,6578
,,,,,,
MSTRG.21945|Gm8054,422,499,426,473,451,499
,,,,,,
ENSMUSG00000073568|Arl14epl,0,6,5,0,0,0
,,,,,,
MSTRG.20177|Gm45713,0,0,0,0,0,0
,,,,,,
ENSMUSG00000031411|Prame,0,0,0,0,0,0
,,,,,,
MSTRG.7570|Tars,33376,39060,36659,33465,39129,35911
,,,,,,
MSTRG.19292,48270,38502,38809,47309,38934,43297
,,,,,,
ENSMUSG00000028185|Dnase2b,13,28,40,13,30,22
,,,,,,
ENSMUSG00000034362|Csta1,36,22,16,20,4,19
,,,,,,
MSTRG.12259|Mrrf,3114,2932,2766,3494,3629,2794
,,,,,,
MSTRG.22907|Tirap,567,698,737,659,733,488
,,,,,,
MSTRG.10360|Kif5b,69694,42455,58024,66919,69524,50092
,,,,,,
ENSMUSG00000092489|Vmn1r-ps53,0,0,0,0,0,0
,,,,,,
ENSMUSG00000031204|Asb12,0,0,0,0,0,0
,,,,,,
ENSMUSG00000098519|Gm27166,0,3,0,0,0,0
,,,,,,
MSTRG.6715|Anxa11os,34,52,64,58,37,54
,,,,,,
MSTRG.8245|Fkbp11,1069,964,1243,1550,1301,910
,,,,,,
MSTRG.3667|Gm11201,8,15,9,7,17,13
,,,,,,
MSTRG.15313,822,1962,1863,1664,1413,1310
,,,,,,
MSTRG.6024|Gm49357,0,0,0,8,0,0
,,,,,,
ENSMUSG00000050272|Dscam,2572,1577,2712,2178,2309,1537
,,,,,,
ENSMUSG00000117700|Gm50359,0,0,3,0,0,0
,,,,,,
ENSMUSG00000104375|Gm6300,0,0,0,0,0,0
,,,,,,
MSTRG.15311,54432,65097,65634,28710,70647,64419
,,,,,,
MSTRG.11495|Gm38345,46,133,90,63,94,126
,,,,,,
MSTRG.2159,14161,13951,12385,10204,10824,14051
,,,,,,
ENSMUSG00000102817|Gm6185,246,270,292,234,351,245
,,,,,,
MSTRG.12079|6530402F18Rik,562,1173,938,734,985,1213
,,,,,,
MSTRG.2155,34050,32404,31175,46964,47607,35519
,,,,,,
MSTRG.622|Gm6136,13327,18301,14275,22289,10469,14988
,,,,,,
MSTRG.2152,3199,2580,1892,2858,700,3055
,,,,,,
ENSMUSG00000080735|Gm12075,0,0,0,0,0,0
,,,,,,
ENSMUSG00000112025|Gm47669,0,0,0,0,0,0
,,,,,,
MSTRG.14763|Gm42807,3,3,2,3,8,0
,,,,,,
ENSMUSG00000109935|Gm7619,0,2,0,0,0,3
,,,,,,
ENSMUSG00000108922|Gm44825,0,0,0,0,0,0
,,,,,,
ENSMUSG00000090643|Gm3453,6,0,0,0,0,0
,,,,,,
MSTRG.6659|Ecd,8794,8268,8031,7763,8468,8904
,,,,,,
ENSMUSG00000103575|Gm37117,0,0,0,0,0,0
,,,,,,
ENSMUSG00000083954|Gm12179,0,0,0,0,0,0
,,,,,,
MSTRG.1350|Arhgap30,4469,17203,12423,5852,6205,11920
,,,,,,
ENSMUSG00000046804|Phgr1,0,0,0,0,0,0
,,,,,,
ENSMUSG00000092466|Vmn1r-ps57,0,0,0,0,0,0
,,,,,,
MSTRG.9714|Tap1,41233,100553,119265,43415,59900,110945
,,,,,,
MSTRG.6150|Gm9626,109,88,66,113,83,81
,,,,,,
ENSMUSG00000076761|Trav5-1,7,17,14,13,9,7
,,,,,,
ENSMUSG00000085748|Gm12280,0,0,8,6,21,7
,,,,,,
ENSMUSG00000096574|Gm2956,45,27,33,38,42,29
,,,,,,
ENSMUSG00000047969|Olfr1093,0,0,0,0,0,0
,,,,,,
MSTRG.8879|Atg3,7746,8878,6701,6653,7307,7054
,,,,,,
ENSMUSG00000020524|Gria1,0,17,24,26,48,12
,,,,,,
MSTRG.7185|Mir719,1,1,1,1,1,1
,,,,,,
ENSMUSG00000082028|Gm1826,38,42,35,55,56,51
,,,,,,
MSTRG.14425|Tspan2os,14,0,1,0,0,0
,,,,,,
MSTRG.17100|2310040G07Rik,4,9,8,11,8,5
,,,,,,
ENSMUSG00000030954|Gp2,0,0,0,0,0,0
,,,,,,
ENSMUSG00000086425|F730016J06Rik,0,6,0,3,11,0
,,,,,,
ENSMUSG00000109512|Gm45049,0,0,0,0,0,0
,,,,,,
ENSMUSG00000094628|Gm3252,52,52,51,75,58,51
,,,,,,
MSTRG.12662|2810002D19Rik,721,740,779,769,869,768
,,,,,,
ENSMUSG00000051067|Lingo3,17,11,13,19,12,7
,,,,,,
MSTRG.4500|Gm18696,1,4,0,3,1,3
,,,,,,
ENSMUSG00000098776|Gm27438,0,0,0,1,0,0
,,,,,,
ENSMUSG00000099042|Mir7066,0,0,0,0,0,0
,,,,,,
ENSMUSG00000085533|Gm12146,0,0,0,0,0,0
,,,,,,
ENSMUSG00000087905|Gm22037,0,0,0,2,1,0
,,,,,,
ENSMUSG00000113632|Gm47446,29,5,5,34,13,0
,,,,,,
ENSMUSG00000113512|Gm9063,0,0,0,2,2,0
,,,,,,
ENSMUSG00000081306|Gm15266,0,0,0,0,0,0
,,,,,,
MSTRG.1071|Swt1,9624,10892,9126,10577,11439,9406
,,,,,,
MSTRG.15095|Aqp3,897,408,638,717,582,534
,,,,,,
ENSMUSG00000047104|Pbp2,30,19,10,13,35,10
,,,,,,
MSTRG.1844|Gm25596,27,31,21,27,34,15
,,,,,,
MSTRG.5998|Mir6369,1,1,1,3,2,0
,,,,,,
ENSMUSG00000101728|Gm28765,0,0,0,0,0,0
,,,,,,
MSTRG.14933|Wls,9916,7688,10019,11641,12515,7879
,,,,,,
MSTRG.17967|4930520M14Rik,9,20,13,19,8,8
,,,,,,
MSTRG.1015|Gm19705,36,47,54,50,71,61
,,,,,,
ENSMUSG00000117139|Gm35692,0,0,0,0,0,0
,,,,,,
ENSMUSG00000099264|Mir6411,0,0,0,0,0,0
,,,,,,
MSTRG.3145|Rufy1,4446,4532,4275,4269,4511,4552
,,,,,,
MSTRG.755|Gm7135,11,11,5,4,2,6
,,,,,,
MSTRG.7928,1938,2982,872,2558,269,3216
,,,,,,
MSTRG.2614|Gm32802,326,443,380,394,461,382
,,,,,,
MSTRG.1425|Gm15423,24,50,32,59,42,26
,,,,,,
MSTRG.8416|Rogdi,3067,3814,3229,3169,3204,3618
,,,,,,
ENSMUSG00000094408|Gm24072,0,0,0,0,0,0
,,,,,,
MSTRG.7921,7423,6476,10220,8960,10297,7745
,,,,,,
ENSMUSG00000082145|Gm12312,25,19,25,29,16,20
,,,,,,
ENSMUSG00000096692|Gm23191,0,0,0,0,0,0
,,,,,,
ENSMUSG00000083991|Gm11618,0,0,0,0,0,0
,,,,,,
MSTRG.503|Glb1l,832,1200,1164,1074,1377,1122
,,,,,,
MSTRG.11957|Gm13392,92,88,80,94,87,65
,,,,,,
MSTRG.3994|Wipf2,2280,2009,784,4453,5617,6744
,,,,,,
MSTRG.10884|Gm26438,2,2,2,1,0,2
,,,,,,
ENSMUSG00000081011|Gm11913,0,0,0,0,0,0
,,,,,,
ENSMUSG00000079579|Gm6760,0,0,0,0,0,0
,,,,,,
MSTRG.24821|Mir3473a,1,2,1,1,1,1
,,,,,,
MSTRG.16291|Plekhg5,3324,1790,2408,3356,2629,1561
,,,,,,
MSTRG.21809|Tmem161a,5984,5132,5789,5599,5921,5579
,,,,,,
ENSMUSG00000090843|Heatr4,16,20,5,17,8,14
,,,,,,
ENSMUSG00000013766|Ly6g6e,330,29,149,340,212,72
,,,,,,
MSTRG.3799|Cltc,123275,91598,109856,89381,121493,60523
,,,,,,
MSTRG.3204,5651,3268,5172,3546,5155,2924
,,,,,,
MSTRG.16939|Gm6044,7,7,7,7,8,2
,,,,,,
ENSMUSG00000111477|Gm47668,0,0,0,0,0,0
,,,,,,
MSTRG.9943|Gm23037,13,11,23,6,12,10
,,,,,,
ENSMUSG00000103831|Gm37608,0,0,0,0,0,0
,,,,,,
MSTRG.3687|Adap2,446,790,925,618,1007,828
,,,,,,
ENSMUSG00000044330|Gm9790,53,60,57,54,50,57
,,,,,,
MSTRG.3005|Gm12095,0,3,0,0,2,0
,,,,,,
ENSMUSG00000088515|Gm23043,0,0,0,0,0,0
,,,,,,
MSTRG.3022|Nsg2,858,1868,925,654,1049,1595
,,,,,,
MSTRG.17208|Mrpl1,3267,3163,3109,3105,3517,3246
,,,,,,
ENSMUSG00000117849|Gm50355,0,0,0,0,0,0
,,,,,,
MSTRG.10300|Ttc7,4692,5608,5535,4539,4307,5984
,,,,,,
MSTRG.18731|Gm43218,83,147,106,58,69,172
,,,,,,
ENSMUSG00000073164|2410018L13Rik,8,16,25,28,24,14
,,,,,,
MSTRG.4907|Esr2,0,0,0,0,3,0
,,,,,,
MSTRG.2903|Gm12663,265,308,331,308,351,373
,,,,,,
ENSMUSG00000021381|Barx1,0,0,3,0,6,0
,,,,,,
MSTRG.23838|Cspg5,530,514,524,543,605,503
,,,,,,
ENSMUSG00000023391|Dlx2,6,8,0,0,3,3
,,,,,,
MSTRG.4172|Gm10840,46,74,52,47,79,37
,,,,,,
MSTRG.18408|Trbv15,107,285,182,101,123,273
,,,,,,
MSTRG.16097|Plekhm2,14990,14224,16084,14237,15322,13334
,,,,,,
MSTRG.4116|Gjc1,1934,2474,4115,3782,3829,2439
,,,,,,
ENSMUSG00000100433|Gm21198,0,0,0,0,0,0
,,,,,,
ENSMUSG00000031952|Chst5,0,0,3,0,15,6
,,,,,,
ENSMUSG00000041147|Brca2,737,1020,928,663,778,1067
,,,,,,
MSTRG.12586|Nup160,10291,10241,9809,9545,10499,10535
,,,,,,
ENSMUSG00000108454|Gm44932,0,0,0,0,0,0
,,,,,,
ENSMUSG00000031725|Ces1f,0,6,0,12,8,0
,,,,,,
MSTRG.10621|Pcdhb8,63,45,42,76,84,43
,,,,,,
ENSMUSG00000110717|1700047G07Rik,0,0,0,0,0,0
,,,,,,
MSTRG.9414|Slc9a3r2,2222,780,1449,2289,1827,943
,,,,,,
MSTRG.16607|Gm5552,16,20,25,36,23,28
,,,,,,
MSTRG.20088,90,130,87,172,107,145
,,,,,,
ENSMUSG00000102746|Gm37601,1,0,0,0,1,1
,,,,,,
ENSMUSG00000110573|Gm5485,0,0,0,0,0,0
,,,,,,
ENSMUSG00000031445|Proz,126,228,153,146,107,200
,,,,,,
ENSMUSG00000097241|Gm26907,0,0,0,0,0,0
,,,,,,
ENSMUSG00000109870|Gm35850,0,0,3,0,0,0
,,,,,,
MSTRG.20080,2770,2563,2527,3004,2979,2735
,,,,,,
MSTRG.13825|Maml3,3967,2319,2540,3825,2864,2264
,,,,,,
MSTRG.17927|Gm16089,193,194,211,234,213,185
,,,,,,
ENSMUSG00000114868|Gm47335,0,0,0,0,0,0
,,,,,,
ENSMUSG00000112095|A130077B15Rik,15,15,10,10,13,11
,,,,,,
MSTRG.693,2919,1696,1581,1573,1384,2201
,,,,,,
MSTRG.16417|Cldn12,6579,4571,4604,6567,5971,4540
,,,,,,
ENSMUSG00000108193|Olfr442-ps1,0,0,0,0,0,0
,,,,,,
MSTRG.4214|Gm11649,0,2,2,0,0,0
,,,,,,
ENSMUSG00000059910|Olfr1265,0,0,0,0,0,0
,,,,,,
MSTRG.21995|Gm10644,203,219,179,176,223,113
,,,,,,
MSTRG.12040|Snora17,1,1,1,1,1,1
,,,,,,
ENSMUSG00000047976|Kcna1,260,214,206,365,406,271
,,,,,,
MSTRG.22621|Egln1,10842,10413,7695,8898,5203,8599
,,,,,,
ENSMUSG00000101333|Gm4753,0,0,0,0,0,0
,,,,,,
ENSMUSG00000117630|Gm49973,0,0,0,0,0,0
,,,,,,
MSTRG.22266|Ddx28,2265,1625,2467,2933,2606,1995
,,,,,,
MSTRG.5583,2012,2056,2383,2425,2210,2037
,,,,,,
ENSMUSG00000107435|Gm19908,0,0,0,0,0,0
,,,,,,
MSTRG.23485|Phip,7431,6326,6981,5433,5364,8538
,,,,,,
MSTRG.16843|Gm20700,0,0,0,0,0,0
,,,,,,
ENSMUSG00000073759|4933407E24Rik,0,0,0,0,0,0
,,,,,,
MSTRG.388|Raph1,707,2269,1951,2913,3274,2873
,,,,,,
MSTRG.11813|Gm24340,0,0,0,0,0,0
,,,,,,
ENSMUSG00000069668|Sult3a1,3,0,0,0,0,0
,,,,,,
ENSMUSG00000101457|Gm18701,0,0,0,0,0,0
,,,,,,
MSTRG.965,5133,4039,3902,4635,4206,3954
,,,,,,
MSTRG.5129|Gm48014,9,10,0,8,9,3
,,,,,,
MSTRG.966,6,16,16,7,5,0
,,,,,,
ENSMUSG00000087144|Gm5958,1,0,0,0,0,0
,,,,,,
MSTRG.963,12511,2181,10372,12684,12078,2301
,,,,,,
ENSMUSG00000083181|Gm13903,0,0,0,0,0,0
,,,,,,
MSTRG.14897|AI115009,0,0,0,0,0,0
,,,,,,
ENSMUSG00000110610|Gm7769,4,5,0,2,5,1
,,,,,,
ENSMUSG00000095893|Olfr884,0,0,0,0,0,0
,,,,,,
MSTRG.968,6817,3498,6483,3396,2224,2839
,,,,,,
MSTRG.6979|Gm24689,2,7,6,7,7,7
,,,,,,
ENSMUSG00000109911|Gm45525,0,0,0,0,0,0
,,,,,,
MSTRG.11423,3514,6103,4102,3930,4082,4717
,,,,,,
ENSMUSG00000067599|Klra7,125,289,200,121,143,244
,,,,,,
MSTRG.22708|Gm32710,0,0,0,0,0,0
,,,,,,
ENSMUSG00000114420|Gm48906,0,1,2,2,1,1
,,,,,,
ENSMUSG00000046678|Olfr981,0,0,0,0,0,0
,,,,,,
MSTRG.13922|Gpr87,16,3,18,6,13,3
,,,,,,
MSTRG.389|Gm11575,9,4,5,6,8,8
,,,,,,
MSTRG.5015|Numb,8965,7204,7751,8456,7835,6850
,,,,,,
ENSMUSG00000101449|Gm17791,0,0,0,2,3,0
,,,,,,
MSTRG.5773|Gm48708,7,5,3,5,0,3
,,,,,,
MSTRG.17067|Gm15981,15,14,21,14,23,16
,,,,,,
ENSMUSG00000086204|Gm15668,0,0,0,0,0,0
,,,,,,
ENSMUSG00000081381|Gm5752,0,0,0,0,0,0
,,,,,,
MSTRG.20644|Uvrag,12268,16880,14679,12378,14313,15220
,,,,,,
MSTRG.15048|Ankrd6,1308,690,668,961,703,655
,,,,,,
MSTRG.12831|Tmem87a,1757,1760,1370,1974,2315,1487
,,,,,,
ENSMUSG00000020633|Dcdc2c,0,0,0,0,0,0
,,,,,,
ENSMUSG00000113384|Gm47859,0,0,0,0,0,0
,,,,,,
MSTRG.24100|mt-Ts1,1,1,1,1,1,1
,,,,,,
ENSMUSG00000103688|Gm6321,0,0,0,0,0,0
,,,,,,
MSTRG.15933|Eya3,16733,14049,14079,15333,16880,13624
,,,,,,
MSTRG.6808|Dph3,4405,3699,3793,4028,3802,3701
,,,,,,
ENSMUSG00000102694|Gm37496,0,3,0,0,3,0
,,,,,,
MSTRG.16715|Gm42846,0,0,0,0,0,0
,,,,,,
ENSMUSG00000112046|Gm5175,2,0,2,0,2,0
,,,,,,
ENSMUSG00000111633|Gm39377,0,0,0,0,0,0
,,,,,,
ENSMUSG00000109169|Gm18061,0,0,0,0,0,0
,,,,,,
MSTRG.15188|Npr2,2223,2176,2951,3075,3143,2009
,,,,,,
ENSMUSG00000070526|Peg12,161,166,239,166,252,165
,,,,,,
ENSMUSG00000082428|Gm13742,0,0,0,0,0,0
,,,,,,
ENSMUSG00000024497|Pou4f3,13,18,6,3,9,3
,,,,,,
ENSMUSG00000117560|Gm31759,0,0,0,3,0,0
,,,,,,
MSTRG.6058|Zfp935,0,16,0,0,0,0
,,,,,,
MSTRG.6058|Zfp934,380,507,455,496,396,463
,,,,,,
MSTRG.10949|Gm47272,9,8,8,12,11,0
,,,,,,
MSTRG.8462|Dexi,895,805,963,741,730,811
,,,,,,
ENSMUSG00000084379|Gm12957,0,1,3,2,4,3
,,,,,,
MSTRG.5288|Gm23600,1,1,1,0,1,1
,,,,,,
ENSMUSG00000075194|Olfr1049,0,0,0,0,0,0
,,,,,,
MSTRG.2499|Cep83os,2036,1355,1367,1631,1639,1295
,,,,,,
ENSMUSG00000087764|Gm23984,0,0,0,0,0,0
,,,,,,
MSTRG.5917|Spin1,15933,11003,15891,18895,16533,16301
,,,,,,
MSTRG.183|Zap70,2392,287,2602,2232,2394,4164
,,,,,,
ENSMUSG00000094336|Gm13693,16,23,20,22,17,24
,,,,,,
ENSMUSG00000075517|Cyp2d37-ps,0,0,0,0,0,0
,,,,,,
MSTRG.4233|Slc16a6,9636,14463,9943,11135,10462,13967
,,,,,,
ENSMUSG00000094192|Olfr452,0,0,0,0,0,0
,,,,,,
MSTRG.21027,1073,366,0,193,0,2574
,,,,,,
ENSMUSG00000088717|Gm22725,0,0,0,0,0,0
,,,,,,
ENSMUSG00000050994|Adgb,104,175,206,146,141,105
,,,,,,
ENSMUSG00000100875|Gm28987,0,0,0,0,0,0
,,,,,,
ENSMUSG00000101622|Mrgpra18-ps,0,0,0,4,0,0
,,,,,,
MSTRG.21020,16389,17265,17956,15951,17690,16629
,,,,,,
MSTRG.10929|Slc14a1,545,1395,945,464,612,1272
,,,,,,
ENSMUSG00000083625|Gm15188,0,0,0,0,0,0
,,,,,,
MSTRG.4955|Gm17194,49,65,41,34,55,30
,,,,,,
MSTRG.21028,31366,24883,13419,31742,8982,23866
,,,,,,
ENSMUSG00000107986|Olfr454-ps1,0,0,0,0,0,0
,,,,,,
ENSMUSG00000111621|Gm7802,0,3,2,2,2,2
,,,,,,
ENSMUSG00000084073|Gm11910,0,0,0,0,0,0
,,,,,,
MSTRG.22161|Gm45758,38,41,22,26,28,29
,,,,,,
MSTRG.17062|Gm43416,0,0,0,0,0,3
,,,,,,
MSTRG.13660|Gyg,2799,3787,3742,2672,3805,4629
,,,,,,
MSTRG.6839|Gm18813,6,5,8,7,10,5
,,,,,,
MSTRG.2964|Usp34,3814,8848,6078,4979,12720,3788
,,,,,,
ENSMUSG00000103794|4930590H14Rik,3,2,0,0,0,0
,,,,,,
MSTRG.3500|Eno3,1438,896,749,685,436,1023
,,,,,,
ENSMUSG00000025527|Satl1,0,5,0,0,0,3
,,,,,,
MSTRG.5495|Gm18032,2,14,3,11,19,18
,,,,,,
MSTRG.278|Nab1,10564,10945,11933,9115,11899,9691
,,,,,,
MSTRG.19902|Zfp36,22687,36729,41137,23985,41989,36908
,,,,,,
MSTRG.10150|Tgif1,63826,41963,44257,52116,43377,32367
,,,,,,
MSTRG.10835|Gm50353,0,0,8,7,7,8
,,,,,,
MSTRG.7651|Gm49091,0,0,0,0,0,0
,,,,,,
ENSMUSG00000105423|Gm36814,0,0,0,0,0,0
,,,,,,
ENSMUSG00000080748|Gm15661,3,0,2,2,0,0
,,,,,,
MSTRG.17350|Tmed5,23629,27408,25327,24224,29515,28270
,,,,,,
MSTRG.3027|Hba-a2,4792,7714,3709,7074,3001,4537
,,,,,,
MSTRG.11628|Trim8,99,80,86,110,178,88
,,,,,,
ENSMUSG00000096678|Trav9-4,25,26,21,14,6,27
,,,,,,
ENSMUSG00000083981|Gm15363,0,0,0,0,0,0
,,,,,,
MSTRG.13365|Zfp335os,245,324,231,276,224,276
,,,,,,
MSTRG.12377|Gm13557,0,0,0,0,0,0
,,,,,,
MSTRG.19422|Dynlt1-ps1,2850,2130,2773,3166,3604,2564
,,,,,,
ENSMUSG00000108637|Gm4290,0,0,0,2,0,0
,,,,,,
ENSMUSG00000113666|Gm35725,0,0,0,0,0,0
,,,,,,
MSTRG.22855|Gm22380,0,0,0,0,0,0
,,,,,,
ENSMUSG00000082403|Gm14916,0,0,0,0,0,0
,,,,,,
MSTRG.5612|Gm27043,0,0,0,0,0,0
,,,,,,
MSTRG.9692|B3galt4,785,739,807,759,678,825
,,,,,,
MSTRG.6642,0,0,0,5284,0,0
,,,,,,
MSTRG.5288|Gm24899,2,2,5,2,2,1
,,,,,,
MSTRG.20493|Crtc3,272,501,10447,199,166,9736
,,,,,,
MSTRG.22334|Fcsk,1862,1917,1850,1915,1989,2029
,,,,,,
ENSMUSG00000100986|Gm21741,0,0,0,0,0,0
,,,,,,
MSTRG.23148|Zc3h12c,1234,1852,1114,1063,2950,2776
,,,,,,
ENSMUSG00000063804|Lin28b,3,15,0,5,11,0
,,,,,,
ENSMUSG00000104258|Gm37175,0,0,0,0,0,0
,,,,,,
MSTRG.22790|Pde4a,581,507,1337,1195,501,521
,,,,,,
MSTRG.304|Gm24053,0,0,2,0,0,1
,,,,,,
MSTRG.175|Ankrd23,191,226,175,15,152,239
,,,,,,
MSTRG.20628|Gm45186,20,8,32,25,38,15
,,,,,,
MSTRG.5288|Gm24895,1,1,1,1,1,1
,,,,,,
ENSMUSG00000102193|Gm7299,53,53,34,46,43,43
,,,,,,
ENSMUSG00000075221|Olfr992,0,0,0,0,0,0
,,,,,,
MSTRG.20301|Gm44510,11552,14193,12725,11809,13628,13541
,,,,,,
MSTRG.22645,0,926,662,409,1125,828
,,,,,,
MSTRG.22642,1635,592,1792,679,2633,187
,,,,,,
ENSMUSG00000027513|Pck1,51,123,38,41,106,47
,,,,,,
MSTRG.22640,98,97,83,134,102,106
,,,,,,
MSTRG.5317|Gm48286,9,9,11,8,8,9
,,,,,,
ENSMUSG00000085600|E330012B07Rik,0,0,0,0,0,0
,,,,,,
ENSMUSG00000118192|Gm50183,0,0,0,0,0,6
,,,,,,
ENSMUSG00000118422|Gm21900,0,0,0,0,0,0
,,,,,,
ENSMUSG00000081543|Gm12733,0,1,0,2,2,0
,,,,,,
ENSMUSG00000078192|Gm7290,10,19,18,19,10,18
,,,,,,
MSTRG.3988|Med24,11504,9929,10797,10394,12371,10406
,,,,,,
MSTRG.1141|Abl2,979,547,5208,720,2708,5241
,,,,,,
MSTRG.3068|Mat2b,9517,10665,9486,9743,9441,10562
,,,,,,
ENSMUSG00000005952|Trpv1,41,35,49,30,67,34
,,,,,,
ENSMUSG00000101443|Rhoay-ps1,0,0,0,0,0,0
,,,,,,
MSTRG.13774|Gm10731,3,7,2,2,5,2
,,,,,,
ENSMUSG00000087846|Gm25625,2,0,0,0,0,0
,,,,,,
ENSMUSG00000032783|Troap,96,184,272,66,176,211
,,,,,,
MSTRG.10437,3273,5681,6104,5534,5255,5976
,,,,,,
MSTRG.1250|Gm37403,0,0,0,3,2,7
,,,,,,
ENSMUSG00000091671|Trbv10,0,0,0,0,0,1
,,,,,,
MSTRG.9290|Chd1,11374,39322,22690,30204,39212,36090
,,,,,,
MSTRG.14496|Gm43329,23,9,13,13,9,11
,,,,,,
MSTRG.19630|Gm45148,32,52,32,37,47,38
,,,,,,
MSTRG.7628|Ropn1l,64,80,68,50,99,58
,,,,,,
MSTRG.7882|Top1mt,1708,1649,1791,1783,1709,1756
,,,,,,
ENSMUSG00000101900|Mrgprb12-ps,0,0,0,0,3,0
,,,,,,
ENSMUSG00000101484|Gm28798,0,0,0,0,0,0
,,,,,,
ENSMUSG00000105487|Gm43324,0,0,0,0,0,0
,,,,,,
MSTRG.5592|Gm47884,5,21,10,18,0,7
,,,,,,
ENSMUSG00000100938|Gm28726,0,0,0,0,0,0
,,,,,,
MSTRG.20769|Hpx,359,363,321,418,377,322
,,,,,,
MSTRG.205|Gm16150,21,22,8,0,9,14
,,,,,,
ENSMUSG00000082618|Gm14852,0,0,0,0,0,0
,,,,,,
MSTRG.19307|Chd4,32864,34324,45945,35419,75771,52069
,,,,,,
MSTRG.20004|Haus5,931,471,1405,429,372,469
,,,,,,
ENSMUSG00000084415|Gm12837,0,0,0,0,0,0
,,,,,,
MSTRG.19110|Thumpd3,1033,794,630,1200,1656,871
,,,,,,
MSTRG.24155|Rbm3,43692,52805,50037,39168,46259,64791
,,,,,,
MSTRG.881|Thsd7b,25,71,49,28,32,60
,,,,,,
ENSMUSG00000039155|Cdh26,6,15,0,25,15,14
,,,,,,
ENSMUSG00000091987|Gm10352,0,0,0,0,0,0
,,,,,,
MSTRG.289|Gm25240,0,0,0,0,0,0
,,,,,,
ENSMUSG00000080995|Gm15165,3,0,0,0,2,0
,,,,,,
ENSMUSG00000109291|Gm2814,0,10,9,5,1,6
,,,,,,
MSTRG.462|Apol7d,0,5,6,0,9,2
,,,,,,
ENSMUSG00000093949|Gm21754,0,0,0,0,0,0
,,,,,,
ENSMUSG00000088846|Gm26354,0,0,0,0,0,0
,,,,,,
ENSMUSG00000118054|Gm5238,0,10,3,3,0,6
,,,,,,
ENSMUSG00000098264|Mir6414,0,0,0,0,0,0
,,,,,,
MSTRG.3940|Socs7,1,603,1,2,260,1
,,,,,,
MSTRG.1581|Nenf,2677,1755,2382,3064,2371,1863
,,,,,,
MSTRG.11403|Gm18380,3,0,0,1,0,0
,,,,,,
MSTRG.12433|Dhrs9,413,1283,1120,734,1619,1162
,,,,,,
MSTRG.12435|Gm13622,59,44,45,38,84,46
,,,,,,
MSTRG.8114,9817,6157,21017,14348,14530,20752
,,,,,,
ENSMUSG00000081556|Gm15778,0,0,0,0,0,0
,,,,,,
MSTRG.10213|Gm25069,0,0,1,0,0,0
,,,,,,
ENSMUSG00000081964|Gm11873,0,0,0,0,0,0
,,,,,,
ENSMUSG00000056849|Gm16415,2,14,8,11,12,12
,,,,,,
ENSMUSG00000108561|Gm45219,0,0,0,0,0,0
,,,,,,
ENSMUSG00000068969|Rpl32-ps,0,3,3,3,3,4
,,,,,,
ENSMUSG00000103641|Gm19024,5,0,0,5,0,0
,,,,,,
ENSMUSG00000095756|Trav6d-7,20,24,28,21,17,47
,,,,,,
MSTRG.22432|Cox4i1,34228,27554,30440,33993,31647,29747
,,,,,,
MSTRG.11023|Aldh3b1,451,796,1045,676,1116,843
,,,,,,
ENSMUSG00000113944|Gm48847,0,0,0,0,0,0
,,,,,,
ENSMUSG00000071424|Grid2,13,42,15,21,23,26
,,,,,,
MSTRG.20881|Xylt1,8471,15994,13979,11656,16895,15505
,,,,,,
ENSMUSG00000114571|Gm35595,2,0,3,0,0,2
,,,,,,
MSTRG.634|Gigyf2,17516,19762,20128,19184,19313,13861
,,,,,,
MSTRG.10540|Epb41l4a,2512,987,1834,2220,2055,976
,,,,,,
ENSMUSG00000104652|Mir669a-8,0,0,0,0,0,0
,,,,,,
ENSMUSG00000105147|Ckb-ps1,0,0,0,0,0,0
,,,,,,
MSTRG.7730|Oxr1,13420,11360,11264,13255,12864,11180
,,,,,,
MSTRG.18676,68,198,151,120,72,198
,,,,,,
ENSMUSG00000021872|Rnase10,37,130,141,43,219,144
,,,,,,
ENSMUSG00000100719|Gm28786,0,0,0,0,0,0
,,,,,,
